DATE,Samsung Price,Samsung Vol,Kospi Price,Kospi Vol,KRX Price,KRX Vol 
2021-08-20,72700,22364803,"3,060.51","672,088","3,533.22","19,886,433"
2021-08-23,73300,19384648,"3,090.21","570,980","3,579.17","14,245,189"
2021-08-24,75600,21016913,"3,138.30","586,535","3,681.26","17,179,019"
2021-08-25,75700,22319664,"3,146.81","624,688","3,665.71","18,457,192"
2021-08-26,74600,16671494,"3,128.53","727,719","3,682.05","17,630,677"
2021-08-27,74300,15172748,"3,133.90","520,669","3,668.77","13,883,792"
2021-08-30,74600,12686999,"3,144.19","602,858","3,671.93","11,604,090"
2021-08-31,76700,24630370,"3,199.27","661,221","3,716.53","14,973,041"
2021-09-01,76800,16114775,"3,207.02","746,705","3,735.08","14,263,434"
2021-09-02,76000,15347486,"3,175.85","757,860","3,696.08","10,477,454"
2021-09-03,76600,12096419,"3,201.06","641,510","3,723.78","13,663,714"
2021-09-06,77300,12861180,"3,203.33","726,190","3,715.77","12,139,876"
2021-09-07,76100,13239401,"3,187.42","760,160","3,673.92","13,676,748"
2021-09-08,76300,11798147,"3,162.99","859,889","3,658.35","13,286,743"
2021-09-09,75300,17600770,"3,114.70","927,369","3,592.51","15,362,239"
2021-09-10,75300,10103212,"3,125.76","723,085","3,627.89","15,232,894"
2021-09-13,76300,11397775,"3,127.86","732,270","3,593.77","14,557,687"
2021-09-14,76600,18167057,"3,148.83","713,227","3,637.79","12,098,038"
2021-09-15,77000,12829128,"3,153.40","616,557","3,630.63","18,975,176"
2021-09-16,76100,13067622,"3,130.09","612,873","3,575.20","18,067,046"
2021-09-17,77200,16289502,"3,140.51","589,244","3,641.29","21,065,132"
2021-09-23,77400,17055590,"3,127.58","623,841","3,577.79","14,853,616"
2021-09-24,77300,12247274,"3,125.24","753,222","3,552.60","16,074,798"
2021-09-27,77700,11699798,"3,133.64","883,229","3,535.66","49,281,780"
2021-09-28,76300,15406382,"3,097.92","894,913","3,442.61","21,571,352"
2021-09-29,74100,23992458,"3,060.27","821,558","3,373.47","42,325,983"
2021-09-30,74100,19919361,"3,068.82","885,819","3,392.34","19,098,408"
2021-10-01,73200,15803395,"3,019.18","855,482","3,314.20","21,605,405"
2021-10-05,72200,24013921,"2,962.17","840,557","3,265.89","20,342,153"
2021-10-06,71300,18956962,"2,908.31","901,722","3,180.42","21,540,233"
2021-10-07,71600,13683532,"2,959.46","595,382","3,258.66","18,576,994"
2021-10-08,71500,14043287,"2,956.30","668,947","3,194.99","16,593,429"
2021-10-12,69000,31001484,"2,916.38","660,181","3,155.13","15,111,417"
2021-10-13,68800,24172015,"2,944.41","752,132","3,158.64","12,400,168"
2021-10-14,69400,19520641,"2,988.64","617,170","3,254.11","16,440,392"
2021-10-15,70100,18051612,"3,015.06","857,798","3,333.47","21,027,548"
2021-10-18,70200,13486391,"3,006.68","926,369","3,341.99","14,462,547"
2021-10-19,70600,9507991,"3,029.04","845,704","3,350.03","12,293,111"
2021-10-20,70300,10151638,"3,013.13","680,327","3,327.84","12,341,318"
2021-10-21,70200,10891094,"3,007.33","887,370","3,295.76","37,192,564"
2021-10-22,70400,8395448,"3,006.16","695,273","3,316.01","12,342,885"
2021-10-25,70200,10029621,"3,020.54","791,796","3,340.17","11,861,053"
2021-10-26,71100,10528252,"3,049.08","564,560","3,403.60","16,554,153"
2021-10-27,70100,10295316,"3,025.49","607,875","3,388.44","16,574,865"
2021-10-28,70700,20644902,"3,009.55","617,257","3,507.52","31,326,454"
2021-10-29,69800,17016151,"2,970.68","545,834","3,451.55","24,482,949"
2021-11-01,69900,11503729,"2,978.94","475,382","3,478.49","14,608,245"
2021-11-02,71500,16812570,"3,013.49","525,853","3,511.31","27,482,181"
2021-11-03,70400,12770428,"2,975.71","658,648","3,461.84","16,030,863"
2021-11-04,70600,11818987,"2,983.22","772,024","3,472.60","14,727,231"
2021-11-05,70200,12667743,"2,969.27","688,028","3,495.51","24,556,372"
2021-11-08,70600,11121981,"2,960.20","560,205","3,481.55","16,807,196"
2021-11-09,70500,11159589,"2,962.46","708,773","3,489.22","17,560,234"
2021-11-10,70200,9422009,"2,930.17","570,932","3,417.32","16,097,776"
2021-11-11,69900,11489122,"2,924.92","572,859","3,416.20","17,034,338"
2021-11-12,70600,10087450,"2,968.80","665,733","3,488.53","18,793,088"
2021-11-15,71400,12420710,"2,999.52","639,396","3,616.38","41,102,258"
2021-11-16,71300,10919239,"2,997.21","579,646","3,619.30","29,660,350"
2021-11-17,70700,11027606,"2,962.42","541,490","3,609.27","22,758,481"
2021-11-18,70200,10144957,"2,947.38","541,653","3,607.34","17,606,289"
2021-11-19,71200,11954728,"2,971.02","657,094","3,734.22","30,792,903"
2021-11-22,74900,27506623,"3,013.25","530,959","3,896.42","74,122,650"
2021-11-23,75300,22029195,"2,997.33","524,233","3,858.41","31,058,615"
2021-11-24,74800,15652305,"2,994.29","556,640","3,800.48","33,471,460"
2021-11-25,73700,12559258,"2,980.27","595,970","3,744.74","19,201,920"
2021-11-26,72300,13002242,"2,936.44","595,598","3,689.43","24,833,578"
2021-11-29,72300,16682559,"2,909.32","844,400","3,649.78","23,057,724"
2021-11-30,71300,30364841,"2,839.01","983,556","3,562.01","37,493,569"
2021-12-01,74400,21954856,"2,899.72","563,927","3,669.80","25,470,397"
2021-12-02,75800,23652940,"2,945.27","534,462","3,787.09","43,365,697"
2021-12-03,75600,18330240,"2,968.33","486,749","3,805.42","23,714,599"
2021-12-06,76300,16391250,"2,973.25","479,908","3,855.99","27,301,201"
2021-12-07,77400,19232453,"2,991.72","541,370","3,913.99","31,173,284"
2021-12-08,77400,21558340,"3,001.80","488,246","3,861.05","36,472,525"
2021-12-09,78200,21604528,"3,029.57","513,446","3,879.76","25,547,748"
2021-12-10,76900,9155219,"3,010.23","451,599","3,814.13","54,063,678"
2021-12-13,76800,15038750,"3,001.66","375,828","3,845.75","21,879,191"
2021-12-14,77000,10976660,"2,987.95","581,570","3,828.30","14,492,827"
2021-12-15,77600,9584939,"2,989.39","432,874","3,852.69","33,241,274"
2021-12-16,77800,11996128,"3,006.41","402,825","3,891.00","24,606,863"
2021-12-17,78000,13108479,"3,017.73","451,824","3,835.62","20,261,234"
2021-12-20,77100,11264375,"2,963.00","377,585","3,794.23","25,459,805"
2021-12-21,78100,14245298,"2,975.03","410,980","3,904.63","38,615,385"
2021-12-22,79400,17105892,"2,984.48","461,755","3,927.89","28,139,731"
2021-12-23,79900,13577498,"2,998.17","483,839","4,005.21","34,922,863"
2021-12-24,80500,12086380,"3,012.43","537,548","3,995.59","19,109,573"
2021-12-27,80200,10783368,"2,999.55","475,363","3,979.61","18,097,728"
2021-12-28,80300,18226325,"3,020.24","607,046","4,047.39","24,098,041"
2021-12-29,78800,19794795,"2,993.29","545,832","4,004.93","23,645,105"
2021-12-30,78300,14236700,"2,977.65","461,038","4,073.53","25,046,292"
2022-01-03,78600,13502112,"2,988.77","435,826","4,106.93","24,353,231"
2022-01-04,78700,12427416,"2,989.24","621,549","4,070.45","20,295,873"
2022-01-05,77400,25470640,"2,953.97","787,346","3,946.14","26,041,833"
2022-01-06,76900,12931954,"2,920.53","786,045","3,861.72","19,314,968"
2022-01-07,78300,15163757,"2,954.89","546,172","3,943.87","17,485,488"
2022-01-10,78000,9947422,"2,926.72","477,400","3,860.01","16,927,539"
2022-01-11,78900,13221123,"2,927.38","566,172","3,869.03","21,024,381"
2022-01-12,78900,11000502,"2,972.48","519,501","3,955.49","20,774,132"
2022-01-13,77900,13889401,"2,962.09","604,871","3,957.14","15,933,735"
2022-01-14,77300,10096725,"2,921.92","532,668","3,985.52","20,872,148"
2022-01-17,77500,8785122,"2,890.10","593,261","3,982.35","17,215,508"
2022-01-18,77000,9592788,"2,864.24","554,041","3,959.28","25,292,216"
2022-01-19,76300,10598290,"2,842.28","463,829","3,903.32","18,384,407"
2022-01-20,76500,9708168,"2,862.68","395,669","3,949.51","16,311,239"
2022-01-21,75600,15774888,"2,834.29","532,753","3,782.09","25,627,292"
2022-01-24,75100,13691134,"2,792.00","473,993","3,772.58","18,620,055"
2022-01-25,74000,17766704,"2,720.39","639,959","3,739.71","23,289,016"
2022-01-26,73300,12976730,"2,709.24","472,651","3,669.60","17,923,526"
2022-01-27,71300,22274777,"2,614.49","487,727","3,558.94","22,003,940"
2022-01-28,73300,21367447,"2,663.34","434,187","3,709.78","21,735,306"
2022-02-03,73300,17744721,"2,707.82","435,710","3,714.82","19,363,447"
2022-02-04,74000,12730034,"2,750.26","536,149","3,748.42","16,082,994"
2022-02-07,73000,14240838,"2,745.06","417,838","3,675.86","15,949,420"
2022-02-08,73500,11736666,"2,746.47","560,534","3,624.33","17,462,711"
2022-02-09,74700,9699122,"2,768.85","539,124","3,686.75","15,221,486"
2022-02-10,75400,17746033,"2,771.93","509,611","3,706.30","19,820,083"
2022-02-11,74900,12205407,"2,747.71","480,520","3,656.89","17,238,081"
2022-02-14,73700,13993255,"2,704.48","616,343","3,566.77","18,411,539"
2022-02-15,73700,9320365,"2,676.54","589,039","3,507.92","15,251,777"
2022-02-16,74800,10767386,"2,729.68","422,366","3,660.97","15,680,812"
2022-02-17,75000,13605382,"2,744.09","611,422","3,663.66","20,160,271"
2022-02-18,74300,10122226,"2,744.52","513,521","3,673.89","12,211,682"
2022-02-21,74200,10489717,"2,743.80","495,301","3,637.77","11,400,112"
2022-02-22,73400,11692469,"2,706.79","648,401","3,585.69","17,840,729"
2022-02-23,73000,10397964,"2,719.53","537,841","3,624.88","14,030,552"
2022-02-24,71500,15759283,"2,648.80","926,400","3,511.63","23,270,958"
2022-02-25,71900,13168484,"2,676.76","664,347","3,592.09","22,092,172"
2022-02-28,72100,17781783,"2,699.18","613,470","3,598.41","14,386,222"
2022-03-02,71700,12481430,"2,703.52","527,950","3,638.19","15,290,023"
2022-03-03,72900,13232638,"2,747.08","614,515","3,725.05","17,377,145"
2022-03-04,71500,13409634,"2,713.43","765,676","3,658.63","13,604,669"
2022-03-07,70100,18617138,"2,651.31","571,562","3,545.07","15,651,326"
2022-03-08,69500,15828269,"2,622.40","540,370","3,492.24","16,021,845"
2022-03-10,71200,21159248,"2,680.32","613,810","3,579.25","18,145,765"
2022-03-11,70000,15787655,"2,661.28","797,034","3,537.63","13,367,649"
2022-03-14,70200,9040993,"2,645.65","636,324","3,456.67","13,724,406"
2022-03-15,69500,10258562,"2,621.53","604,182","3,417.20","10,979,229"
2022-03-16,70400,10175750,"2,659.23","736,354","3,529.53","13,390,930"
2022-03-17,71200,17646315,"2,694.51","546,079","3,645.00","22,734,647"
2022-03-18,70700,14410038,"2,707.02","644,017","3,686.18","18,908,612"
2022-03-21,69900,11169002,"2,686.05","502,402","3,676.49","14,176,338"
2022-03-22,70300,9402666,"2,710.00","489,442","3,723.61","13,255,388"
2022-03-23,70500,12398025,"2,735.05","883,376","3,738.83","13,542,165"
2022-03-24,69800,37943357,"2,729.66","960,898","3,751.34","13,439,920"
2022-03-25,69800,12986010,"2,729.98","602,771","3,753.90","18,242,770"
2022-03-28,69700,12619289,"2,729.56","768,043","3,753.52","15,423,902"
2022-03-29,70200,13686208,"2,741.07","732,159","3,792.49","16,978,029"
2022-03-30,69900,12670187,"2,746.74","840,134","3,794.45","17,414,047"
2022-03-31,69600,12510366,"2,757.65","1,030,289","3,774.36","13,847,383"
2022-04-01,69100,15916846,"2,739.85","1,305,564","3,710.33","12,131,663"
2022-04-04,69300,11107905,"2,757.90","1,022,971","3,722.30","12,418,652"
2022-04-05,69200,8467248,"2,759.20","1,605,994","3,741.20","15,536,648"
2022-04-06,68500,15517308,"2,735.03","1,321,645","3,641.39","16,109,625"
2022-04-07,68000,20683327,"2,695.86","999,276","3,640.25","16,327,112"
2022-04-08,67800,15453191,"2,700.39","948,355","3,646.99","13,611,371"
2022-04-11,67900,12263735,"2,693.10","742,602","3,600.26","11,145,462"
2022-04-12,67000,13924389,"2,666.76","870,970","3,606.75","12,765,757"
2022-04-13,68700,17378619,"2,716.49","733,241","3,672.84","14,468,460"
2022-04-14,67500,16409494,"2,716.71","665,351","3,654.50","15,074,556"
2022-04-15,66600,13176415,"2,696.06","693,718","3,621.10","16,386,372"
2022-04-18,66700,10119203,"2,693.21","1,024,915","3,639.18","12,646,535"
2022-04-19,67300,12959434,"2,718.89","1,257,385","3,767.78","24,163,838"
2022-04-20,67400,16693293,"2,718.69","1,736,283","3,766.89","15,689,984"
2022-04-21,67700,12847448,"2,728.21","1,002,973","3,795.07","13,246,166"
2022-04-22,67000,11791478,"2,704.71","1,239,910","3,745.54","12,910,729"
2022-04-25,66300,11016474,"2,657.13","1,018,005","3,656.27","14,098,254"
2022-04-26,66100,12946923,"2,668.31","889,942","3,698.29","11,856,628"
2022-04-27,65000,18122084,"2,639.06","1,072,367","3,640.88","13,514,905"
2022-04-28,64800,16895527,"2,667.49","899,169","3,609.38","12,617,468"
2022-04-29,67400,26190390,"2,695.05","975,253","3,663.27","12,468,391"
2022-05-02,67300,14106184,"2,687.45","873,723","3,615.47","11,185,683"
2022-05-03,67500,14168875,"2,680.46","883,403","3,668.14","15,088,810"
2022-05-04,67900,11505248,"2,677.57","1,181,020","3,631.69","13,951,986"
2022-05-06,66500,14356156,"2,644.51","1,333,936","3,554.88","13,109,339"
2022-05-09,66100,11858736,"2,610.81","892,653","3,482.96","12,986,911"
2022-05-10,65700,17235605,"2,596.56","841,463","3,530.33","19,743,545"
2022-05-11,65700,12330920,"2,592.27","679,510","3,602.83","13,935,532"
2022-05-12,64900,16414188,"2,550.08","900,331","3,501.66","16,498,274"
2022-05-13,66500,14551536,"2,604.24","788,539","3,610.56","15,106,079"
2022-05-16,66300,11937555,"2,596.58","780,199","3,585.24","13,519,677"
2022-05-17,67600,15680447,"2,620.44","873,519","3,627.03","15,304,466"
2022-05-18,68100,16486319,"2,625.98","870,268","3,650.31","23,265,762"
2022-05-19,67500,17073727,"2,592.34","677,595","3,612.98","17,888,329"
2022-05-20,68000,12109671,"2,639.29","755,653","3,633.69","15,452,029"
2022-05-23,67900,13684088,"2,647.38","644,205","3,655.51","14,653,003"
2022-05-24,66500,15482576,"2,605.87","851,236","3,511.78","20,835,932"
2022-05-25,66400,15150490,"2,617.22","712,611","3,539.09","14,744,843"
2022-05-26,65900,15970890,"2,612.45","595,849","3,474.68","125,350,875"
2022-05-27,66500,11405555,"2,638.05","590,814","3,498.27","39,652,365"
2022-05-30,67700,14255484,"2,669.66","469,798","3,543.27","17,510,879"
2022-05-31,67400,24365002,"2,685.90","671,679","3,554.93","61,299,419"
2022-06-02,66700,14959443,"2,658.99","525,259","3,535.58","26,289,686"
2022-06-03,66800,8222883,"2,670.65","562,470","3,530.77","28,395,761"
2022-06-07,65500,19355755,"2,626.34","524,710","3,439.78","73,774,078"
2022-06-08,65300,12483180,"2,626.15","576,390","3,446.62","31,032,544"
2022-06-09,65200,25790725,"2,625.44","814,883","3,436.36","21,822,284"
2022-06-10,63800,22193552,"2,595.87","724,090","3,377.60","16,718,643"
2022-06-13,62100,22157816,"2,504.51","660,309","3,214.16","20,857,409"
2022-06-14,61900,24606419,"2,492.97","671,757","3,200.06","20,174,198"
2022-06-15,60700,26811224,"2,447.38","714,143","3,124.70","17,830,604"
2022-06-16,60900,23394895,"2,451.41","584,041","3,116.34","17,317,912"
2022-06-17,59800,29053450,"2,440.93","634,897","3,063.69","18,961,444"
2022-06-20,58700,34111306,"2,391.03","592,702","2,958.11","19,158,567"
2022-06-21,58500,25148109,"2,408.93","479,678","2,974.38","19,548,129"
2022-06-22,57600,23334687,"2,342.81","532,139","2,803.19","23,080,528"
2022-06-23,57400,28338608,"2,314.32","749,661","2,762.87","28,165,119"
2022-06-24,58400,23256103,"2,366.60","654,446","2,859.36","16,988,380"
2022-06-27,58800,18122236,"2,401.92","510,587","2,935.76","18,117,988"
2022-06-28,59400,13540538,"2,422.09","564,986","2,922.35","17,437,401"
2022-06-29,58000,14677138,"2,377.99","422,127","2,891.14","15,125,247"
2022-06-30,57000,18915142,"2,332.64","515,396","2,797.99","15,691,417"
2022-07-01,56200,24982097,"2,305.42","530,346","2,717.24","17,736,840"
2022-07-04,57100,17807126,"2,300.34","467,960","2,687.66","14,805,912"
2022-07-05,57200,14216539,"2,341.78","323,905","2,782.51","13,495,479"
2022-07-06,56400,16820461,"2,292.01","410,732","2,728.60","13,962,884"
2022-07-07,58200,21322833,"2,334.27","340,173","2,802.02","13,856,806"
2022-07-08,58700,15339271,"2,350.61","411,425","2,812.16","11,617,032"
2022-07-11,58800,13042624,"2,340.27","377,108","2,809.63","14,635,333"
2022-07-12,58100,9336061,"2,317.76","379,308","2,680.37","21,318,339"
2022-07-13,58000,10841315,"2,328.61","308,806","2,723.90","20,730,036"
2022-07-14,57500,15067012,"2,322.32","349,138","2,732.28","12,331,751"
2022-07-15,60000,18685583,"2,330.98","319,675","2,783.26","17,157,364"
2022-07-18,61900,20832517,"2,375.25","324,357","2,864.97","17,928,237"
2022-07-19,60900,15248261,"2,370.97","339,378","2,846.23","13,361,572"
2022-07-20,60500,16782238,"2,386.85","333,329","2,879.67","16,012,857"
2022-07-21,61800,12291374,"2,409.16","295,624","2,918.11","12,623,898"
2022-07-22,61300,10261310,"2,393.14","381,597","2,883.29","13,192,416"
2022-07-25,61100,9193681,"2,403.69","323,091","2,872.95","7,679,282"
2022-07-26,61700,6597211,"2,412.96","415,671","2,887.65","10,453,964"
2022-07-27,61800,7320997,"2,415.53","333,588","2,893.39","9,485,737"
2022-07-28,61900,10745302,"2,435.27","491,073","2,898.07","20,292,718"
2022-07-29,61400,15093120,"2,451.50","499,369","2,911.58","34,126,095"
2022-08-01,61300,13154816,"2,452.25","487,160","2,897.84","47,617,315"
2022-08-02,61700,13614895,"2,439.62","549,924","2,859.11","18,757,067"
2022-08-03,61300,10053861,"2,461.45","475,302","2,864.47","28,082,096"
2022-08-04,61500,9125439,"2,473.11","399,965","2,880.70","15,163,803"
2022-08-05,61500,9567620,"2,490.80","409,776","2,896.64","16,993,892"
2022-08-08,60800,11313150,"2,493.10","418,234","2,858.99","29,245,448"
2022-08-09,60000,18251170,"2,503.46","454,364","2,814.95","18,906,391"
2022-08-10,59100,18084349,"2,480.88","479,467","2,718.00","24,066,181"
2022-08-11,59900,15141941,"2,523.78","505,246","2,788.96","54,483,450"
2022-08-12,60200,10786658,"2,527.94","445,547","2,828.91","23,032,921"
2022-08-16,61000,15036727,"2,533.52","398,335","2,893.35","20,506,859"
2022-08-17,60400,9061518,"2,516.47","418,053","2,876.28","14,270,234"
2022-08-18,61500,16372754,"2,508.05","381,628","2,891.99","12,440,931"
2022-08-19,60900,6923679,"2,492.69","459,835","2,858.83","15,985,770"
2022-08-22,60000,8259865,"2,462.50","422,552","2,790.83","12,609,532"
2022-08-23,59100,9041629,"2,435.34","471,166","2,745.73","14,852,606"
2022-08-24,59000,8888486,"2,447.45","423,502","2,745.41","19,313,569"
2022-08-25,59700,5767902,"2,477.26","426,230","2,814.10","16,894,557"
2022-08-26,60000,9499995,"2,481.03","520,091","2,832.14","58,200,226"
2022-08-29,58600,9841329,"2,426.89","448,746","2,721.16","28,645,924"
2022-08-30,58800,9690044,"2,450.93","336,555","2,782.28","17,775,593"
2022-08-31,59700,14203512,"2,472.05","436,247","2,836.87","16,229,034"
2022-09-01,58400,14905777,"2,415.61","580,021","2,757.54","16,969,542"
2022-09-02,57500,15040310,"2,409.41","391,599","2,722.86","13,772,696"
2022-09-05,57100,11425977,"2,403.68","354,738","2,682.49","12,839,266"
2022-09-06,57100,7503086,"2,410.02","294,224","2,703.21","14,644,917"
2022-09-07,56000,17384854,"2,376.46","378,200","2,648.93","17,949,263"
2022-09-08,55600,18000016,"2,384.28","423,621","2,637.95","21,269,547"
2022-09-13,58100,17166581,"2,449.54","367,103","2,759.84","22,168,955"
2022-09-14,56800,12524961,"2,411.42","461,508","2,697.04","15,432,295"
2022-09-15,56000,11664819,"2,401.83","424,111","2,684.17","21,190,141"
2022-09-16,56200,13456503,"2,382.78","440,799","2,653.36","16,266,190"
2022-09-19,56400,12278653,"2,355.66","403,937","2,639.85","15,393,818"
2022-09-20,55800,14041465,"2,367.85","419,340","2,628.65","21,964,265"
2022-09-21,55300,11863700,"2,347.21","378,165","2,596.88","16,798,160"
2022-09-22,54400,12786510,"2,332.31","446,820","2,552.92","17,103,354"
2022-09-23,54500,10555964,"2,290.00","446,461","2,489.17","16,307,078"
2022-09-26,53900,15008449,"2,220.94","621,995","2,388.76","19,704,870"
2022-09-27,54200,16631289,"2,223.86","487,940","2,391.25","19,322,796"
2022-09-28,52900,12027455,"2,162.20","420,990","2,320.40","10,893,166"
